midx,long_ret,short_ret,gross_ret,long_cost,short_cost,net_ret
23891,0.005301320540608045,0.04321824005881483,-0.03791691951820679,6.507599294352755e-4,6.275007638976407e-4,-0.04169518021153971
23892,0.014218843205817825,0.03785800935985262,-0.023639166154034795,6.507599294352755e-4,6.275007638976407e-4,-0.02741742684736771
23893,0.0833997133302892,0.07253638481692058,0.010863328513368617,6.507599294352755e-4,6.275007638976407e-4,0.007085067820035694
23894,0.0639472584877327,0.032069512640443096,0.0318777458472896,6.507599294352755e-4,6.275007638976407e-4,0.028099485153956678
23895,0.011015035162545017,-5.62642652539755e-4,0.011577677815084772,6.507599294352755e-4,6.275007638976407e-4,0.007799417121751855
23896,0.04018169222343189,0.05192336528244592,-0.01174167305901403,6.507599294352755e-4,6.275007638976407e-4,-0.015519933752346947
23897,-0.030567939797463962,-0.0322278257968245,0.0016598859993605351,6.507599294352755e-4,6.275007638976407e-4,-0.0021183746939723836
23898,0.06621747824666868,0.016880621131513424,0.04933685711515526,6.507599294352755e-4,6.275007638976407e-4,0.045558596421822334
23899,0.033920656902608155,0.028853450765454,0.005067206137154154,6.507599294352755e-4,6.275007638976407e-4,0.001288945443821242
23900,0.019239834146252934,-0.01344393265829743,0.03268376680455036,6.507599294352755e-4,6.275007638976407e-4,0.028905506111217446
